name,variant,category,x,y,cluster_in_cat,cluster_key
Text Me One regular,regular,sans-serif,-1.6750122,10.712651,1,sans-serif-1
Dynalight regular,regular,display,0.8895015,6.574623,2,display-2
David Libre regular,regular,serif,-2.5181208,-0.8817763,0,serif-0
David Libre 500,500,serif,-3.5249515,-0.40020347,2,serif-2
David Libre 700,700,serif,-3.879628,-0.16347031,2,serif-2
IM Fell French Canon regular,regular,serif,-2.7470217,-1.5602878,0,serif-0
IM Fell French Canon italic,italic,serif,0.700677,3.3974247,1,serif-1
Cantora One regular,regular,sans-serif,-3.1212478,7.815847,0,sans-serif-0
Overpass 100,100,sans-serif,-0.9053766,11.449804,1,sans-serif-1
Overpass 100italic,100italic,sans-serif,1.4335203,10.092362,1,sans-serif-1
Overpass 200,200,sans-serif,-1.6416403,11.015212,1,sans-serif-1
Overpass 200italic,200italic,sans-serif,1.5657225,9.8140545,1,sans-serif-1
Overpass 300,300,sans-serif,-3.1043859,10.681531,1,sans-serif-1
Overpass 300italic,300italic,sans-serif,2.2600863,9.422911,1,sans-serif-1
Overpass regular,regular,sans-serif,-3.8024385,10.539668,1,sans-serif-1
Overpass italic,italic,sans-serif,2.6007285,9.34663,2,sans-serif-2
Overpass 600,600,sans-serif,-4.459766,8.91423,0,sans-serif-0
Overpass 600italic,600italic,sans-serif,3.0857365,9.308981,2,sans-serif-2
Overpass 700,700,sans-serif,-4.573691,8.24879,0,sans-serif-0
Overpass 700italic,700italic,sans-serif,3.3937056,9.373482,2,sans-serif-2
Overpass 800,800,sans-serif,-4.5852537,8.103591,0,sans-serif-0
Overpass 800italic,800italic,sans-serif,3.670899,9.52964,2,sans-serif-2
Overpass 900,900,sans-serif,-4.5738378,7.9193263,0,sans-serif-0
Overpass 900italic,900italic,sans-serif,3.8310285,9.508538,2,sans-serif-2
Mada 300,300,sans-serif,-1.4083021,11.385941,1,sans-serif-1
Mada regular,regular,sans-serif,-3.3322845,8.739638,0,sans-serif-0
Mada 500,500,sans-serif,-3.3894112,8.674153,0,sans-serif-0
Mada 900,900,sans-serif,-3.7896824,7.362045,0,sans-serif-0
Condiment regular,regular,handwriting,0.41194963,7.0225177,1,handwriting-1
Chicle regular,regular,display,-1.153028,6.678549,2,display-2
Athiti 200,200,sans-serif,-0.5701725,11.819103,1,sans-serif-1
Athiti 300,300,sans-serif,-1.7910088,11.238672,1,sans-serif-1
Athiti regular,regular,sans-serif,-2.2805438,11.071093,1,sans-serif-1
Athiti 500,500,sans-serif,-3.9080431,10.22212,1,sans-serif-1
Athiti 600,600,sans-serif,-4.552061,8.45734,0,sans-serif-0
Athiti 700,700,sans-serif,-4.8157425,7.2646394,0,sans-serif-0
Maiden Orange regular,regular,display,-4.6832466,0.38031504,1,display-1
Krona One regular,regular,sans-serif,-0.8844913,9.522773,1,sans-serif-1
Sonsie One regular,regular,display,-0.7669494,4.230512,2,display-2
Averia Libre 300,300,display,-0.5670944,7.700055,2,display-2
Averia Libre 300italic,300italic,display,-0.2750657,7.5430884,2,display-2
Averia Libre regular,regular,display,-0.6008075,7.7330294,2,display-2
Averia Libre italic,italic,display,-0.24302629,7.5295916,2,display-2
Averia Libre 700,700,display,-0.7474067,7.6339736,2,display-2
Averia Libre 700italic,700italic,display,-0.18188101,7.4556994,2,display-2
Rozha One regular,regular,serif,-3.631086,0.5055398,2,serif-2
Numans regular,regular,sans-serif,-3.0478275,10.450205,1,sans-serif-1
Milonga regular,regular,display,-3.0258567,-1.1505806,1,display-1
Stint Ultra Expanded regular,regular,display,-3.7774258,5.519094,2,display-2
Stoke 300,300,serif,-2.6900258,-0.111424804,0,serif-0
Stoke regular,regular,serif,-2.883985,-0.08582201,0,serif-0
Eagle Lake regular,regular,handwriting,-1.1862172,8.290614,0,handwriting-0
Amatica SC regular,regular,display,-1.6861396,7.6140547,2,display-2
Amatica SC 700,700,display,-1.7274344,7.5783706,2,display-2
Baloo Chettan regular,regular,display,-3.1081932,5.621595,2,display-2
Miniver regular,regular,display,0.49752983,6.463304,2,display-2
Rubik Mono One regular,regular,sans-serif,-4.5995874,5.6244664,0,sans-serif-0
Almendra regular,regular,serif,-2.6422637,-1.4538052,0,serif-0
Almendra italic,italic,serif,-0.9534894,6.300941,1,serif-1
Almendra 700,700,serif,-4.5428658,-0.28379855,2,serif-2
Almendra 700italic,700italic,serif,-1.0168163,6.4303885,1,serif-1
Cagliostro regular,regular,sans-serif,-2.601487,9.3434105,1,sans-serif-1
Bungee Shade regular,regular,display,-4.0130277,6.043926,2,display-2
Proza Libre regular,regular,sans-serif,-2.7783885,9.728325,1,sans-serif-1
Proza Libre italic,italic,sans-serif,2.654935,9.3115635,2,sans-serif-2
Proza Libre 500,500,sans-serif,-3.335779,8.935716,0,sans-serif-0
Proza Libre 500italic,500italic,sans-serif,2.9744048,9.256268,2,sans-serif-2
Proza Libre 600,600,sans-serif,-3.5738056,8.516065,0,sans-serif-0
Proza Libre 600italic,600italic,sans-serif,3.431231,9.113242,2,sans-serif-2
Proza Libre 700,700,sans-serif,-3.7765143,8.038598,0,sans-serif-0
Proza Libre 700italic,700italic,sans-serif,3.4950829,9.098527,2,sans-serif-2
Proza Libre 800,800,sans-serif,-4.2360654,7.6451364,0,sans-serif-0
Proza Libre 800italic,800italic,sans-serif,3.534277,9.001947,2,sans-serif-2
Elsie regular,regular,display,-2.8857298,-1.2110329,1,display-1
Elsie 900,900,display,-4.519189,-0.37401375,1,display-1
Wellfleet regular,regular,display,-4.093395,-0.0072671766,1,display-1
Nosifer regular,regular,display,-4.529312,5.705665,2,display-2
Coda Caption 800,800,sans-serif,-4.911263,6.6014376,0,sans-serif-0
Vibur regular,regular,handwriting,0.5711994,7.735141,0,handwriting-0
Timmana regular,regular,sans-serif,4.0573106,10.060258,2,sans-serif-2
Artifika regular,regular,serif,-1.3762277,8.24498,0,serif-0
Alike Angular regular,regular,serif,-2.866895,-1.0350277,0,serif-0
Junge regular,regular,serif,-1.8194197,-0.75035167,0,serif-0
Inika regular,regular,serif,-3.163998,-0.32336375,0,serif-0
Inika 700,700,serif,-4.633076,0.35611045,2,serif-2
Tulpen One regular,regular,display,-1.7810857,7.2292247,2,display-2
Nova Round regular,regular,display,-4.1208706,9.745425,2,display-2
Sriracha regular,regular,handwriting,0.10327115,7.475074,0,handwriting-0
Paprika regular,regular,display,0.0035221707,7.4677477,2,display-2
Pattaya regular,regular,sans-serif,-0.4802333,6.409051,2,sans-serif-2
Mrs Saint Delafield regular,regular,handwriting,1.2993721,6.41983,1,handwriting-1
UnifrakturCook 700,700,display,-0.84546256,6.590761,2,display-2
Bilbo regular,regular,handwriting,0.6047601,7.2341733,1,handwriting-1
Asul regular,regular,sans-serif,-2.9485257,8.641508,0,sans-serif-0
Asul 700,700,sans-serif,-3.1051977,8.391917,0,sans-serif-0
Buda 300,300,display,-1.5081909,11.353089,1,display-1
Antic Didone regular,regular,serif,-1.7114334,-0.8478371,0,serif-0
Petrona regular,regular,serif,-2.9054184,-0.3098286,0,serif-0
Bungee regular,regular,display,-4.27351,5.9583273,2,display-2
Glass Antiqua regular,regular,display,-1.9790854,-0.5928872,1,display-1
IM Fell Great Primer regular,regular,serif,-3.0003712,-1.5930431,0,serif-0
IM Fell Great Primer italic,italic,serif,0.70945686,3.3908768,1,serif-1
Sancreek regular,regular,display,-3.8222249,1.3609761,2,display-2
Ribeye regular,regular,display,-2.682821,0.20068318,1,display-1
Kavoon regular,regular,display,-1.0393885,6.8069344,2,display-2
Stint Ultra Condensed regular,regular,display,-1.8972363,7.1192317,2,display-2
Swanky and Moo Moo regular,regular,handwriting,-0.45365098,9.208625,0,handwriting-0
Sarina regular,regular,display,0.19727719,6.6249223,2,display-2
Croissant One regular,regular,display,-1.3309362,8.126382,2,display-2
Linden Hill regular,regular,serif,-2.6907222,-1.5687845,0,serif-0
Linden Hill italic,italic,serif,0.42994365,3.2884219,1,serif-1
Dekko regular,regular,handwriting,-0.6341942,8.428171,0,handwriting-0
Arya regular,regular,sans-serif,-3.3833306,8.946923,0,sans-serif-0
Arya 700,700,sans-serif,-3.7603033,8.373188,0,sans-serif-0
Amiko regular,regular,sans-serif,-3.623608,10.51941,1,sans-serif-1
Amiko 600,600,sans-serif,-4.0372267,10.070878,0,sans-serif-0
Amiko 700,700,sans-serif,-4.470767,8.290384,0,sans-serif-0
Trade Winds regular,regular,display,-0.9506139,4.3615165,2,display-2
IM Fell Great Primer SC regular,regular,serif,-5.081421,3.3123798,0,serif-0
Hind Madurai 300,300,sans-serif,-2.4599733,11.43855,1,sans-serif-1
Hind Madurai regular,regular,sans-serif,-4.2060604,10.996693,1,sans-serif-1
Hind Madurai 500,500,sans-serif,-5.354132,9.500321,0,sans-serif-0
Hind Madurai 600,600,sans-serif,-7.522623,9.577394,0,sans-serif-0
Hind Madurai 700,700,sans-serif,9.271207,11.203454,0,sans-serif-0
Cormorant Infant 300,300,serif,-2.0206676,-1.7030691,0,serif-0
Cormorant Infant 300italic,300italic,serif,0.4379701,2.9194565,1,serif-1
Cormorant Infant regular,regular,serif,-1.9798075,-1.7339154,0,serif-0
Cormorant Infant italic,italic,serif,0.4735545,2.9494426,1,serif-1
Cormorant Infant 500,500,serif,-2.1777155,-1.8995552,0,serif-0
Cormorant Infant 500italic,500italic,serif,0.59826815,3.0910408,1,serif-1
Cormorant Infant 600,600,serif,-2.2436142,-2.0025132,0,serif-0
Cormorant Infant 600italic,600italic,serif,0.6485764,3.1197877,1,serif-1
Cormorant Infant 700,700,serif,-2.2705183,-2.012075,2,serif-2
Cormorant Infant 700italic,700italic,serif,0.6645993,3.1996443,1,serif-1
Overlock SC regular,regular,display,-4.5927587,4.4702616,2,display-2
Angkor regular,regular,display,23.357195,13.574728,1,display-1
Joti One regular,regular,display,3.415749,8.778179,2,display-2
Bigshot One regular,regular,display,-3.3435655,1.0777721,2,display-2
Meie Script regular,regular,handwriting,1.0725334,6.3389573,2,handwriting-2
Ruthie regular,regular,handwriting,1.2392007,6.482104,2,handwriting-2
Offside regular,regular,display,-3.7463756,9.677911,2,display-2
Monsieur La Doulaise regular,regular,handwriting,1.2842036,6.3766017,2,handwriting-2
Monofett regular,regular,display,-4.058359,5.9557047,2,display-2
Laila 300,300,serif,-1.6042343,10.700369,0,serif-0
Laila regular,regular,serif,-1.2630799,8.863429,0,serif-0
Laila 500,500,serif,-1.1257693,8.193642,1,serif-1
Laila 600,600,serif,-0.99762434,7.931041,1,serif-1
Laila 700,700,serif,-0.9337989,7.752697,1,serif-1
IM Fell Double Pica SC regular,regular,serif,-5.0859785,3.315229,0,serif-0
Inknut Antiqua 300,300,serif,-3.3053932,-0.049260244,0,serif-0
Inknut Antiqua regular,regular,serif,-3.4832914,0.10364413,2,serif-2
Inknut Antiqua 500,500,serif,-3.6199734,0.16738464,2,serif-2
Inknut Antiqua 600,600,serif,-3.7111044,0.25475478,2,serif-2
Inknut Antiqua 700,700,serif,-4.0744853,0.5415843,2,serif-2
Inknut Antiqua 800,800,serif,-4.00651,0.60635185,2,serif-2
Inknut Antiqua 900,900,serif,-4.0557966,0.5830709,2,serif-2
IM Fell French Canon SC regular,regular,serif,-5.132739,3.3308935,0,serif-0
Henny Penny regular,regular,display,-3.328511,-1.3374151,1,display-1
Emilys Candy regular,regular,display,-3.2280629,-1.45143,1,display-1
Ravi Prakash regular,regular,display,3.4099724,8.774318,2,display-2
MedievalSharp regular,regular,display,-2.6775415,8.681942,2,display-2
Della Respira regular,regular,serif,-2.3784466,-1.28604,0,serif-0
El Messiri regular,regular,sans-serif,-3.3832304,9.345514,1,sans-serif-1
El Messiri 500,500,sans-serif,-3.392368,9.314004,1,sans-serif-1
El Messiri 600,600,sans-serif,-3.4335082,9.260722,0,sans-serif-0
El Messiri 700,700,sans-serif,-3.4281614,9.236547,0,sans-serif-0
Jolly Lodger regular,regular,display,-1.8769007,7.052037,2,display-2
Iceberg regular,regular,display,-3.2468455,8.080197,2,display-2
Port Lligat Sans regular,regular,sans-serif,-2.9599829,8.576615,0,sans-serif-0
Content regular,regular,display,23.362995,13.580543,1,display-1
Content 700,700,display,-4.494948,-0.25245237,1,display-1
Trykker regular,regular,serif,-2.1143072,-0.4940128,0,serif-0
Peralta regular,regular,display,-3.2114546,1.2547373,2,display-2
Redressed regular,regular,handwriting,-1.5734888,8.280453,0,handwriting-0
Autour One regular,regular,display,-1.003654,8.608438,2,display-2
Pirata One regular,regular,display,-1.1576823,6.6716447,2,display-2
Nova Slim regular,regular,display,-4.048341,9.734493,2,display-2
Fresca regular,regular,sans-serif,-5.3242283,9.44552,0,sans-serif-0
Lovers Quarrel regular,regular,handwriting,1.2061331,6.4427714,2,handwriting-2
Snippet regular,regular,sans-serif,-1.6249753,10.944344,1,sans-serif-1
Akronim regular,regular,display,0.73841816,7.022467,2,display-2
Bubbler One regular,regular,sans-serif,-1.2603074,11.257137,1,sans-serif-1
Germania One regular,regular,display,-1.3287793,6.596348,2,display-2
Dr Sugiyama regular,regular,handwriting,0.7749439,6.50883,2,handwriting-2
Galindo regular,regular,display,-4.618984,6.530212,2,display-2
Oldenburg regular,regular,display,-2.4954758,0.16047806,1,display-1
Nova Oval regular,regular,display,-0.6144761,8.07431,2,display-2
Pangolin regular,regular,handwriting,-0.53593737,8.128556,0,handwriting-0
Koulen regular,regular,display,23.38174,13.599288,1,display-1
Piedra regular,regular,display,-1.3094853,6.4572444,2,display-2
Montaga regular,regular,serif,-2.407385,-1.245178,0,serif-0
Diplomata regular,regular,display,-4.255704,5.5790257,2,display-2
Irish Grover regular,regular,display,-5.0701494,8.709857,2,display-2
Jomhuria regular,regular,display,-4.039713,6.0852633,2,display-2
Ranchers regular,regular,display,-3.237866,6.731642,2,display-2
Modern Antiqua regular,regular,display,-2.8048768,-0.67240447,1,display-1
Griffy regular,regular,display,-1.4679817,6.737249,1,display-1
Snowburst One regular,regular,display,-0.54853123,11.502829,1,display-1
Lancelot regular,regular,display,-2.309836,-1.3516262,1,display-1
Baloo Thambi regular,regular,display,-3.0977054,5.6064706,2,display-2
Chango regular,regular,display,-4.39744,5.8727093,2,display-2
Purple Purse regular,regular,display,-4.496048,-0.35080498,1,display-1
Plaster regular,regular,display,-4.8474007,6.420666,2,display-2
Original Surfer regular,regular,display,-5.037887,8.553915,2,display-2
Bokor regular,regular,display,23.361032,13.578589,1,display-1
Keania One regular,regular,display,-2.949725,7.7927527,2,display-2
Ramaraja regular,regular,serif,-4.1553264,-0.022877995,2,serif-2
Rhodium Libre regular,regular,serif,-2.7161949,0.1529776,0,serif-0
Uncial Antiqua regular,regular,display,-2.974497,-0.06463441,1,display-1
Mirza regular,regular,display,-2.9988992,8.6633625,2,display-2
Mirza 500,500,display,-3.0327513,8.557453,2,display-2
Mirza 600,600,display,-3.0860753,8.44431,2,display-2
Mirza 700,700,display,-3.0975742,8.350217,2,display-2
Odor Mean Chey regular,regular,display,23.363647,13.581246,1,display-1
Almendra SC regular,regular,serif,-5.1265583,3.4649563,2,serif-2
Scope One regular,regular,serif,-1.6989814,-0.17896624,0,serif-0
Kenia regular,regular,display,-2.7225378,7.6019907,2,display-2
Nova Flat regular,regular,display,-4.135038,9.560853,2,display-2
Galdeano regular,regular,sans-serif,-2.9589581,8.565153,0,sans-serif-0
Mrs Sheppards regular,regular,handwriting,0.5710893,6.4059343,2,handwriting-2
Spicy Rice regular,regular,display,4.3333726,10.2093,2,display-2
Londrina Outline regular,regular,display,-4.134366,6.584633,2,display-2
Suwannaphum regular,regular,display,23.374327,13.592544,1,display-1
Sahitya regular,regular,serif,-3.047715,-0.5283273,0,serif-0
Sahitya 700,700,serif,-4.6314654,0.34277773,2,serif-2
Princess Sofia regular,regular,handwriting,0.7078329,6.3429613,2,handwriting-2
Goblin One regular,regular,display,-3.400715,1.0457026,2,display-2
Ewert regular,regular,display,-3.897662,5.6315784,2,display-2
Trochut regular,regular,display,-3.197973,7.5683565,2,display-2
Trochut italic,italic,display,3.2441707,9.685805,2,display-2
Trochut 700,700,display,-3.4739907,7.6333346,2,display-2
Underdog regular,regular,display,-2.2857409,-0.32039458,1,display-1
Smythe regular,regular,display,-2.0371802,6.9640455,1,display-1
Fascinate regular,regular,display,-4.826117,6.5976067,2,display-2
Molle italic,italic,handwriting,0.6206946,6.397545,2,handwriting-2
Modak regular,regular,display,-4.130778,5.891465,0,display-0
Bayon regular,regular,display,23.355602,13.573161,1,display-1
Amita regular,regular,handwriting,-1.594507,8.460274,0,handwriting-0
Amita 700,700,handwriting,-1.8001192,8.302578,0,handwriting-0
Rum Raisin regular,regular,sans-serif,4.287837,10.277741,2,sans-serif-2
Astloch regular,regular,display,0.85491633,6.4720793,2,display-2
Astloch 700,700,display,-0.49361774,6.5748706,2,display-2
Caesar Dressing regular,regular,display,-4.65418,4.7386312,2,display-2
Averia Gruesa Libre regular,regular,display,-0.49312142,7.601894,2,display-2
Gorditas regular,regular,display,-3.4200475,1.2537899,2,display-2
Gorditas 700,700,display,-3.683695,1.3161927,2,display-2
Jim Nightshade regular,regular,handwriting,0.35510716,4.0155926,0,handwriting-0
Farsan regular,regular,display,0.15874925,8.24836,2,display-2
Cormorant SC 300,300,serif,-5.1248636,3.3472593,0,serif-0
Cormorant SC regular,regular,serif,-5.141477,3.3372295,0,serif-0
Cormorant SC 500,500,serif,-5.1428413,3.3747683,0,serif-0
Cormorant SC 600,600,serif,-5.1623054,3.3740969,0,serif-0
Cormorant SC 700,700,serif,-5.165741,3.3893716,0,serif-0
Asset regular,regular,display,-4.2845387,5.600263,2,display-2
Atomic Age regular,regular,display,-4.2712116,9.184254,2,display-2
Ribeye Marrow regular,regular,display,-1.8414313,0.17877121,1,display-1
Miltonian Tattoo regular,regular,display,-3.1707892,1.3885306,2,display-2
Elsie Swash Caps regular,regular,display,-2.8666582,-1.1394479,1,display-1
Elsie Swash Caps 900,900,display,-4.515804,-0.36866048,1,display-1
Seymour One regular,regular,sans-serif,-4.412234,5.875617,0,sans-serif-0
Nova Script regular,regular,display,-0.04537989,7.622706,2,display-2
Passero One regular,regular,display,-3.5544796,7.4674444,2,display-2
Fascinate Inline regular,regular,display,-4.769049,6.5427933,2,display-2
Cormorant Upright 300,300,serif,-0.3068871,2.7795148,0,serif-0
Cormorant Upright regular,regular,serif,-0.30973643,2.7761042,0,serif-0
Cormorant Upright 500,500,serif,-0.31324628,2.7689397,0,serif-0
Cormorant Upright 600,600,serif,-0.3401728,2.7586775,1,serif-1
Cormorant Upright 700,700,serif,-0.26605776,2.8187356,1,serif-1
Jacques Francois regular,regular,serif,-2.818303,-1.6084032,0,serif-0
Jacques Francois Shadow regular,regular,display,-2.471593,0.81994945,1,display-1
Margarine regular,regular,display,-0.64400417,7.828543,2,display-2
Sura regular,regular,serif,-3.1124475,-0.66702825,0,serif-0
Sura 700,700,serif,-4.6979814,0.3970306,2,serif-2
Romanesco regular,regular,handwriting,0.2636783,7.5099416,1,handwriting-1
Miltonian regular,regular,display,-3.8841095,5.501065,2,display-2
Tillana regular,regular,handwriting,0.5342145,7.6620736,0,handwriting-0
Tillana 500,500,handwriting,0.37804872,7.5383797,0,handwriting-0
Tillana 600,600,handwriting,0.019926326,7.2182374,0,handwriting-0
Tillana 700,700,handwriting,-0.11810999,7.0346127,0,handwriting-0
Tillana 800,800,handwriting,-0.21591617,6.9368415,0,handwriting-0
Londrina Shadow regular,regular,display,-4.2710276,6.7016525,2,display-2
Diplomata SC regular,regular,display,-4.307528,5.631914,2,display-2
Barrio regular,regular,display,-4.644584,4.7053313,2,display-2
Moul regular,regular,display,23.36909,13.586654,1,display-1
Siemreap regular,regular,display,23.374197,13.591799,1,display-1
Rasa 300,300,serif,-2.0918112,-0.65725136,0,serif-0
Rasa regular,regular,serif,-2.9374514,-0.3552091,0,serif-0
Rasa 500,500,serif,-4.060107,0.09777657,2,serif-2
Rasa 600,600,serif,-4.27297,0.17385672,2,serif-2
Rasa 700,700,serif,-4.491182,0.25318247,2,serif-2
Freehand regular,regular,display,23.361952,13.579579,1,display-1
Rakkas regular,regular,display,-4.522647,-0.29182014,1,display-1
Erica One regular,regular,display,-5.1329913,6.513038,2,display-2
Felipa regular,regular,handwriting,0.5838766,6.8485694,1,handwriting-1
Miss Fajardose regular,regular,handwriting,1.2588711,6.368716,2,handwriting-2
Baloo Bhai regular,regular,display,-3.1163785,5.61018,2,display-2
Londrina Sketch regular,regular,display,-4.1722536,6.5215397,2,display-2
Geostar Fill regular,regular,display,-4.6615815,6.5847983,2,display-2
Arbutus regular,regular,display,-3.7753422,1.2960758,2,display-2
Smokum regular,regular,display,-3.2712216,7.175772,2,display-2
Metal Mania regular,regular,display,-2.473092,6.7077355,1,display-1
Devonshire regular,regular,handwriting,-0.22373669,6.9917455,0,handwriting-0
Asar regular,regular,serif,-2.8986645,-0.9545152,0,serif-0
Bonbon regular,regular,handwriting,-3.8023443,5.609529,0,handwriting-0
Warnes regular,regular,display,-0.7225929,9.451077,2,display-2
Nova Cut regular,regular,display,-4.095917,9.738597,2,display-2
Coiny regular,regular,display,-3.340676,5.7757063,2,display-2
Marko One regular,regular,serif,-1.5710293,8.25357,1,serif-1
Combo regular,regular,display,-1.6647716,8.160654,2,display-2
Sirin Stencil regular,regular,display,-2.1038313,8.391564,2,display-2
Galada regular,regular,display,-0.47767445,6.392819,2,display-2
Almendra Display regular,regular,display,-0.47015882,11.505421,1,display-1
Atma 300,300,display,-0.8060874,8.225619,2,display-2
Atma regular,regular,display,-1.3501073,6.837754,2,display-2
Atma 500,500,display,-1.3704052,6.6343966,2,display-2
Atma 600,600,display,-1.3400344,6.6852226,2,display-2
Atma 700,700,display,-1.4645594,6.6341743,2,display-2
Butterfly Kids regular,regular,handwriting,0.89605266,6.53315,2,handwriting-2
Metal regular,regular,display,23.35955,13.576999,1,display-1
Sofadi One regular,regular,display,-0.70030665,9.071329,2,display-2
Eater regular,regular,display,-1.2165067,4.5066032,2,display-2
Macondo Swash Caps regular,regular,display,-0.5326725,8.084853,2,display-2
Geostar regular,regular,display,-4.6338534,6.5306115,2,display-2
Federant regular,regular,display,-3.4925196,8.297889,2,display-2
Flavors regular,regular,display,-1.1471729,6.7882123,2,display-2
Aubrey regular,regular,display,-3.6506774,9.66412,2,display-2
Sevillana regular,regular,display,0.38336226,6.514938,2,display-2
Ruge Boogie regular,regular,handwriting,0.8148471,6.4864926,2,handwriting-2
Unlock regular,regular,display,-4.1910706,7.15046,2,display-2
Stalinist One regular,regular,display,-4.235397,5.7977133,2,display-2
Taprom regular,regular,display,23.39248,13.610004,1,display-1
Chenla regular,regular,display,23.33864,13.55617,1,display-1
Bigelow Rules regular,regular,display,-1.8274674,7.152254,2,display-2
Preahvihear regular,regular,display,23.390831,13.608464,1,display-1
Dangrek regular,regular,display,23.349564,13.567168,1,display-1
Yatra One regular,regular,display,-4.830132,8.144863,2,display-2
Sree Krushnadevaraya regular,regular,serif,-3.410754,-0.72068155,2,serif-2
Butcherman regular,regular,display,-1.7325724,6.5947514,2,display-2
Fruktur regular,regular,display,-1.0690472,6.6145806,2,display-2
Supermercado One regular,regular,display,-1.213671,7.646682,2,display-2
Mogra regular,regular,display,-0.12628344,6.9315157,2,display-2
Risque regular,regular,display,-3.329528,0.7402024,1,display-1
Emblema One regular,regular,display,3.3295898,8.19684,2,display-2
Lakki Reddy regular,regular,handwriting,-5.061231,8.719696,0,handwriting-0
Katibeh regular,regular,display,-3.04864,1.5252241,2,display-2
Chela One regular,regular,display,-1.1263249,6.7001467,2,display-2
Kumar One regular,regular,display,-3.7666223,0.9603004,2,display-2
Padauk regular,regular,sans-serif,-3.721307,10.691182,1,sans-serif-1
Padauk 700,700,sans-serif,-4.742071,8.27056,0,sans-serif-0
Tenali Ramakrishna regular,regular,sans-serif,-2.7760603,10.604237,1,sans-serif-1
Mr Bedfort regular,regular,handwriting,0.6159329,6.415636,2,handwriting-2
Meera Inimai regular,regular,sans-serif,-4.089093,10.902337,1,sans-serif-1
Baloo Da regular,regular,display,-3.1147203,5.6124816,2,display-2
Kdam Thmor regular,regular,display,23.347317,13.564766,1,display-1
Cormorant Unicase 300,300,serif,-1.8924217,-0.23217866,0,serif-0
Cormorant Unicase regular,regular,serif,-1.8893994,-0.15860546,0,serif-0
Cormorant Unicase 500,500,serif,-1.9912814,-0.2029762,0,serif-0
Cormorant Unicase 600,600,serif,-2.0387142,-0.18248993,0,serif-0
Cormorant Unicase 700,700,serif,-2.097216,-0.15928863,0,serif-0
Moulpali regular,regular,display,23.354158,13.571684,1,display-1
Hanalei regular,regular,display,-3.9041371,5.711635,2,display-2
Peddana regular,regular,serif,-2.2146623,-0.22836083,0,serif-0
Hanalei Fill regular,regular,display,-1.3665397,6.4853854,2,display-2
Dhurjati regular,regular,sans-serif,-4.530131,6.5327473,0,sans-serif-0
Bungee Hairline regular,regular,display,-0.94536823,9.790178,2,display-2
Bahiana regular,regular,display,-1.9089776,7.1052227,2,display-2
Overpass Mono 300,300,monospace,5.800795,7.882578,1,monospace-1
Overpass Mono regular,regular,monospace,5.9183545,7.9050894,1,monospace-1
Overpass Mono 600,600,monospace,6.0579004,7.975227,1,monospace-1
Overpass Mono 700,700,monospace,6.1894336,8.078778,0,monospace-0
Bungee Outline regular,regular,display,-4.0165596,6.1777344,2,display-2
Kavivanar regular,regular,handwriting,-0.33148292,8.31268,0,handwriting-0
Suravaram regular,regular,serif,-2.773341,0.64289314,0,serif-0
BioRhyme Expanded 200,200,serif,-3.7250013,5.5874515,0,serif-0
BioRhyme Expanded 300,300,serif,-3.8057735,5.5853744,0,serif-0
BioRhyme Expanded regular,regular,serif,-3.867433,5.6084304,1,serif-1
BioRhyme Expanded 700,700,serif,-3.9388275,5.661788,1,serif-1
BioRhyme Expanded 800,800,serif,-3.977302,5.605346,1,serif-1
Kumar One Outline regular,regular,display,-4.01211,5.803745,2,display-2
