name,variant,category,x,y
Titillium Web 600italic,600italic,sans-serif,1.0211095,11.378138
Titillium Web 700,700,sans-serif,-3.6103742,10.268505
Titillium Web 700italic,700italic,sans-serif,1.0494261,11.801076
Titillium Web 900,900,sans-serif,-5.6490965,12.659217
PT Sans Narrow regular,regular,sans-serif,-2.5724773,8.948661
PT Sans Narrow 700,700,sans-serif,-1.973644,10.804246
Muli 200,200,sans-serif,-5.8758354,3.5596726
Muli 200italic,200italic,sans-serif,-5.985344,3.3963532
Muli 300,300,sans-serif,-5.8195558,4.5419526
Muli 300italic,300italic,sans-serif,-5.4598494,4.760973
Muli regular,regular,sans-serif,-6.566897,5.526182
Muli italic,italic,sans-serif,-5.974907,6.135089
Muli 600,600,sans-serif,-7.444442,6.787427
Muli 600italic,600italic,sans-serif,-6.7004366,7.5122046
Muli 700,700,sans-serif,-7.0267057,8.531964
Muli 700italic,700italic,sans-serif,-6.96953,8.970508
Muli 800,800,sans-serif,-6.96222,10.177795
Muli 800italic,800italic,sans-serif,-7.1217227,9.920731
Muli 900,900,sans-serif,-6.718337,10.827223
Muli 900italic,900italic,sans-serif,-7.0090547,10.493462
Poppins 300,300,sans-serif,-6.380866,5.011563
Poppins regular,regular,sans-serif,-6.690853,5.9433193
Poppins 500,500,sans-serif,-7.145243,8.091357
Poppins 600,600,sans-serif,-7.1104355,9.84844
Poppins 700,700,sans-serif,-7.1202087,10.695663
Indie Flower regular,regular,handwriting,-1.1203744,6.0987983
Bitter regular,regular,serif,-0.8013721,-0.2001431
Bitter italic,italic,serif,1.232961,3.7146235
Bitter 700,700,serif,-3.5413318,-0.80240595
Dosis 200,200,sans-serif,-4.070498,4.0961366
Dosis 300,300,sans-serif,-3.8858688,4.8937535
Dosis regular,regular,sans-serif,-3.9311366,6.2382994
Dosis 500,500,sans-serif,-3.2724874,7.2667303
Dosis 600,600,sans-serif,-2.8305008,7.8462906
Dosis 700,700,sans-serif,-2.62351,7.961599
Dosis 800,800,sans-serif,-2.4201865,8.109545
Inconsolata regular,regular,monospace,-1.3420925,14.074974
Inconsolata 700,700,monospace,0.024187839,14.935124
Fjalla One regular,regular,sans-serif,-1.5878618,11.24262
Hind 300,300,sans-serif,-7.618195,4.3048334
Hind regular,regular,sans-serif,-8.1146555,6.232223
Hind 500,500,sans-serif,-8.013909,8.365998
Hind 600,600,sans-serif,7.1371036,15.084982
Hind 700,700,sans-serif,-7.6482143,11.777221
Oxygen 300,300,sans-serif,-7.246324,4.44482
Oxygen regular,regular,sans-serif,-8.5509815,6.360953
Oxygen 700,700,sans-serif,-5.72554,9.554053
Anton regular,regular,sans-serif,-2.0837677,11.383117
Noto Serif regular,regular,serif,0.010773796,-0.28286484
Noto Serif italic,italic,serif,1.4565991,4.3075175
Noto Serif 700,700,serif,-2.320093,-0.99120307
Noto Serif 700italic,700italic,serif,1.0113304,4.5229425
Cabin regular,regular,sans-serif,-4.1259737,7.8551054
Cabin italic,italic,sans-serif,1.2463229,10.347278
Cabin 500,500,sans-serif,-4.0959454,8.458387
Cabin 500italic,500italic,sans-serif,1.2033294,10.615833
Cabin 600,600,sans-serif,-3.8620532,8.931358
Cabin 600italic,600italic,sans-serif,0.9364049,10.944788
Cabin 700,700,sans-serif,-3.5725381,9.702126
Cabin 700italic,700italic,sans-serif,1.1878321,11.226397
Arvo regular,regular,serif,0.627287,0.061288346
Arvo italic,italic,serif,1.3291863,3.0162652
Arvo 700,700,serif,-1.9985462,1.5443168
Arvo 700italic,700italic,serif,1.7805594,12.779095
Libre Baskerville regular,regular,serif,0.40639532,-0.72075224
Libre Baskerville italic,italic,serif,2.7821505,4.7125487
Libre Baskerville 700,700,serif,-1.4794278,-0.5468347
Nunito 200,200,sans-serif,-5.79826,2.961236
Nunito 200italic,200italic,sans-serif,-6.017076,3.53052
Nunito 300,300,sans-serif,-5.7312536,4.1917014
Nunito 300italic,300italic,sans-serif,-4.8303285,5.1424465
Nunito regular,regular,sans-serif,-3.90991,5.540663
Nunito italic,italic,sans-serif,-3.6977973,5.7532587
Nunito 600,600,sans-serif,-2.8980742,5.825326
Nunito 600italic,600italic,sans-serif,-2.6037831,6.0931687
Nunito 700,700,sans-serif,-2.3448536,6.3961754
Nunito 700italic,700italic,sans-serif,-1.8323877,6.5068336
Nunito 800,800,sans-serif,-2.1167803,6.6976633
Nunito 800italic,800italic,sans-serif,-1.9716456,6.566995
Nunito 900,900,sans-serif,-2.3505013,6.9830027
Nunito 900italic,900italic,sans-serif,-1.8795936,6.9147005
Lobster regular,regular,display,0.031260774,9.105776
Crimson Text regular,regular,serif,2.0197992,-2.684661
Crimson Text italic,italic,serif,3.2464268,4.415524
Crimson Text 600,600,serif,-0.8351897,-1.5573233
Crimson Text 600italic,600italic,serif,2.733355,4.780388
Crimson Text 700,700,serif,-2.0105937,-0.23071688
Crimson Text 700italic,700italic,serif,2.6690285,4.959692
Yanone Kaffeesatz 200,200,sans-serif,-4.2003565,3.3052866
Yanone Kaffeesatz 300,300,sans-serif,-3.3578494,6.5395923
Yanone Kaffeesatz regular,regular,sans-serif,-1.6873441,8.884554
Yanone Kaffeesatz 700,700,sans-serif,-1.6269598,8.584157
Roboto Mono 100,100,monospace,-1.3512764,12.785279
Roboto Mono 100italic,100italic,monospace,-0.7256773,12.966943
Roboto Mono 300,300,monospace,-1.4599664,13.446034
Roboto Mono 300italic,300italic,monospace,-0.33602592,13.605348
Roboto Mono regular,regular,monospace,-1.1079454,14.286622
Roboto Mono italic,italic,monospace,0.38394862,13.827208
Roboto Mono 500,500,monospace,-0.25902572,14.747024
Roboto Mono 500italic,500italic,monospace,0.76016444,13.982311
Roboto Mono 700,700,monospace,0.1546052,14.501952
Roboto Mono 700italic,700italic,monospace,0.7989397,14.17568
Josefin Sans 100,100,sans-serif,-5.0576787,1.5443761
Josefin Sans 100italic,100italic,sans-serif,4.3991113,7.4134636
Josefin Sans 300,300,sans-serif,-5.9170423,2.7514381
Josefin Sans 300italic,300italic,sans-serif,-6.268275,3.8779209
Josefin Sans regular,regular,sans-serif,-6.1008916,4.501985
Josefin Sans italic,italic,sans-serif,-6.096379,5.2583504
Josefin Sans 600,600,sans-serif,-7.3495407,7.419975
Josefin Sans 600italic,600italic,sans-serif,1.7642316,10.473036
Josefin Sans 700,700,sans-serif,-7.142054,8.041065
Josefin Sans 700italic,700italic,sans-serif,1.6774958,10.745006
Bree Serif regular,regular,serif,-3.036076,-0.69988596
Catamaran 100,100,sans-serif,-6.0856037,3.8019543
Catamaran 200,200,sans-serif,-6.383703,4.1011486
Catamaran 300,300,sans-serif,-6.556919,4.7571554
Catamaran regular,regular,sans-serif,-7.2065997,6.7597127
Catamaran 500,500,sans-serif,-6.85455,7.806228
Catamaran 600,600,sans-serif,-5.5156255,9.839606
Catamaran 700,700,sans-serif,-4.823004,10.341243
Catamaran 800,800,sans-serif,-5.401273,10.895716
Catamaran 900,900,sans-serif,-5.7211795,11.712111
Merriweather Sans 300,300,sans-serif,-4.8532825,5.7910423
Merriweather Sans 300italic,300italic,sans-serif,1.6285597,9.203984
Merriweather Sans regular,regular,sans-serif,-4.580766,7.9133835
Merriweather Sans italic,italic,sans-serif,1.2817214,9.78354
Merriweather Sans 700,700,sans-serif,-4.586022,10.126599
Merriweather Sans 700italic,700italic,sans-serif,1.3155875,11.165168
Merriweather Sans 800,800,sans-serif,-4.58703,11.009884
Merriweather Sans 800italic,800italic,sans-serif,1.4539949,11.909788
Fira Sans 100,100,sans-serif,-4.673301,1.63041
Fira Sans 100italic,100italic,sans-serif,3.9688299,7.5610104
Fira Sans 200,200,sans-serif,-4.66146,3.8567302
Fira Sans 200italic,200italic,sans-serif,3.2835858,8.485577
Fira Sans 300,300,sans-serif,-4.4903393,4.4876094
Fira Sans 300italic,300italic,sans-serif,2.9210784,8.856156
Fira Sans regular,regular,sans-serif,-4.5286164,7.549084
Fira Sans italic,italic,sans-serif,1.8968524,10.098727
Fira Sans 500,500,sans-serif,-3.4889565,10.533361
Fira Sans 500italic,500italic,sans-serif,1.0533993,11.586462
Fira Sans 600,600,sans-serif,-3.2090766,11.001037
Fira Sans 600italic,600italic,sans-serif,0.6905543,11.957873
Fira Sans 700,700,sans-serif,-3.1386056,11.225549
Fira Sans 700italic,700italic,sans-serif,0.49454936,12.172995
Fira Sans 800,800,sans-serif,-3.2479246,11.880758
Fira Sans 800italic,800italic,sans-serif,0.09667093,12.401155
Fira Sans 900,900,sans-serif,-3.2063892,12.1268835
Fira Sans 900italic,900italic,sans-serif,0.17646907,12.425703
Abril Fatface regular,regular,display,-2.2001114,-2.2842019
Exo 2 100,100,sans-serif,-4.8132234,1.9320767
Exo 2 100italic,100italic,sans-serif,3.9732666,7.5848556
Exo 2 200,200,sans-serif,-4.624968,3.5228636
Exo 2 200italic,200italic,sans-serif,3.7086587,8.234516
Exo 2 300,300,sans-serif,-4.9216003,5.2454495
Exo 2 300italic,300italic,sans-serif,2.671817,9.107181
Exo 2 regular,regular,sans-serif,-5.283971,6.7128463
Exo 2 italic,italic,sans-serif,2.0658023,9.364199
Exo 2 500,500,sans-serif,-5.0665975,7.743215
Exo 2 500italic,500italic,sans-serif,1.7684239,9.822302
Exo 2 600,600,sans-serif,-4.975932,9.1156845
Exo 2 600italic,600italic,sans-serif,1.3994378,10.796838
Exo 2 700,700,sans-serif,-4.5096602,10.1822815
Exo 2 700italic,700italic,sans-serif,1.4301616,11.62552
Exo 2 800,800,sans-serif,-4.633779,11.463348
Exo 2 800italic,800italic,sans-serif,1.4824786,12.221696
Exo 2 900,900,sans-serif,-4.7945766,12.044339
Exo 2 900italic,900italic,sans-serif,1.261459,12.625331
Asap regular,regular,sans-serif,-4.312791,6.60538
Asap italic,italic,sans-serif,1.8811499,9.844332
Asap 500,500,sans-serif,-2.9522126,9.161672
Asap 500italic,500italic,sans-serif,0.2723013,9.795544
Asap 700,700,sans-serif,-2.7663968,9.4040985
Asap 700italic,700italic,sans-serif,-0.52231026,9.765133
Varela Round regular,regular,sans-serif,-3.390475,5.9847283
Abel regular,regular,sans-serif,-4.451401,6.464425
Quicksand 300,300,sans-serif,-5.791082,3.4375832
Quicksand regular,regular,sans-serif,-5.5451956,4.534372
Quicksand 500,500,sans-serif,-3.149075,5.7222104
Quicksand 700,700,sans-serif,-2.5535822,6.287254
Gloria Hallelujah regular,regular,handwriting,-0.971895,6.257473
Pacifico regular,regular,handwriting,0.91767734,6.3125143
Rubik 300,300,sans-serif,-5.8866897,4.6236005
Rubik 300italic,300italic,sans-serif,3.4480693,9.18234
Rubik regular,regular,sans-serif,-7.060463,6.4323545
Rubik italic,italic,sans-serif,3.1761675,9.99246
Rubik 500,500,sans-serif,-5.9919043,9.067443
Rubik 500italic,500italic,sans-serif,3.3403008,11.768505
Rubik 700,700,sans-serif,-6.472688,10.1211405
Rubik 700italic,700italic,sans-serif,2.9845777,12.656676
Rubik 900,900,sans-serif,-6.406591,11.586464
Rubik 900italic,900italic,sans-serif,2.9225395,13.265156
Karla regular,regular,sans-serif,-5.5360484,5.973768
Karla italic,italic,sans-serif,-5.4908834,6.8351707
Karla 700,700,sans-serif,-6.3599916,8.917762
Karla 700italic,700italic,sans-serif,1.3594683,11.229471
Ubuntu Condensed regular,regular,sans-serif,-2.1143076,10.001207
Work Sans 100,100,sans-serif,-5.2488427,1.6244795
Work Sans 200,200,sans-serif,-5.201555,2.0572648
Work Sans 300,300,sans-serif,-5.081852,3.9673126
Work Sans regular,regular,sans-serif,-5.3867726,5.7479305
Work Sans 500,500,sans-serif,-6.019013,7.9597588
Work Sans 600,600,sans-serif,-6.563634,9.706254
Work Sans 700,700,sans-serif,-5.9722657,11.033632
Work Sans 800,800,sans-serif,-5.9157844,11.726336
Work Sans 900,900,sans-serif,-6.083343,12.0990505
Cuprum regular,regular,sans-serif,-2.825954,9.65906
Cuprum italic,italic,sans-serif,0.37749732,10.850574
Cuprum 700,700,sans-serif,-3.1838222,10.491678
Cuprum 700italic,700italic,sans-serif,0.31441906,11.325242
Signika 300,300,sans-serif,-6.5352592,6.1942124
Signika regular,regular,sans-serif,-4.3626795,8.795198
Signika 600,600,sans-serif,-3.781266,9.294868
Signika 700,700,sans-serif,-3.7134922,9.57231
Archivo Narrow regular,regular,sans-serif,-2.7562544,8.916011
Archivo Narrow italic,italic,sans-serif,0.75020885,10.533588
Archivo Narrow 700,700,sans-serif,-2.629222,10.643251
Archivo Narrow 700italic,700italic,sans-serif,0.46800774,11.483032
Play regular,regular,sans-serif,-6.2238555,7.4978833
Play 700,700,sans-serif,-6.3725286,9.679551
Questrial regular,regular,sans-serif,-6.274123,5.0733204
Shadows Into Light regular,regular,handwriting,-1.1450459,7.4580784
Dancing Script regular,regular,handwriting,1.7455012,6.5009007
Dancing Script 700,700,handwriting,1.3682771,6.1722674
PT Sans Caption regular,regular,sans-serif,-6.845711,6.993963
PT Sans Caption 700,700,sans-serif,-5.630339,10.171655
Alegreya regular,regular,serif,-0.101249754,-1.0912964
Alegreya italic,italic,serif,2.38842,4.369823
Alegreya 700,700,serif,-3.2753413,-1.1096191
Alegreya 700italic,700italic,serif,1.629816,4.9188485
Alegreya 900,900,serif,-3.6357539,-0.35674584
Alegreya 900italic,900italic,serif,1.0989337,5.303493
Francois One regular,regular,sans-serif,-2.4140556,10.799359
Exo 100,100,sans-serif,-4.958098,2.1291368
Exo 100italic,100italic,sans-serif,3.99121,7.993216
Exo 200,200,sans-serif,-4.637212,3.4575765
Exo 200italic,200italic,sans-serif,3.409721,8.4088955
Exo 300,300,sans-serif,-4.7053647,4.8468866
Exo 300italic,300italic,sans-serif,2.895498,9.049969
Exo regular,regular,sans-serif,-5.2802186,6.614936
Exo italic,italic,sans-serif,2.5115094,9.670309
Exo 500,500,sans-serif,-5.106393,7.557408
Exo 500italic,500italic,sans-serif,1.9691973,10.438641
Exo 600,600,sans-serif,-4.3191786,9.710736
Exo 600italic,600italic,sans-serif,1.4600228,11.144718
Exo 700,700,sans-serif,-3.8966215,10.48043
Exo 700italic,700italic,sans-serif,1.2326967,11.52229
Exo 800,800,sans-serif,-3.7831144,11.276129
Exo 800italic,800italic,sans-serif,1.0430315,11.880164
Exo 900,900,sans-serif,-4.252106,12.100819
Exo 900italic,900italic,sans-serif,0.55471915,12.480145
Acme regular,regular,sans-serif,-2.6995654,10.218513
EB Garamond regular,regular,serif,2.0979905,-2.202176
Vollkorn regular,regular,serif,-0.26172927,-0.7752751
Vollkorn italic,italic,serif,1.9823418,4.3613214
Vollkorn 700,700,serif,-2.4965446,0.9649325
Vollkorn 700italic,700italic,serif,0.26808625,4.435514
Source Code Pro 200,200,monospace,-1.3962923,13.048084
Source Code Pro 300,300,monospace,-1.324953,13.426118
Source Code Pro regular,regular,monospace,-1.1053575,13.9164095
Source Code Pro 500,500,monospace,-0.8269409,14.477172
Source Code Pro 600,600,monospace,-0.62681186,14.719859
Source Code Pro 700,700,monospace,-0.28494656,14.727542
Source Code Pro 900,900,monospace,-0.22430095,14.949655
Maven Pro regular,regular,sans-serif,-6.500524,5.6756053
Maven Pro 500,500,sans-serif,-6.140654,8.348203
Maven Pro 700,700,sans-serif,-5.7172456,10.701281
Maven Pro 900,900,sans-serif,-5.4866123,11.25791
Pathway Gothic One regular,regular,sans-serif,-1.9916698,9.139444
Amatic SC regular,regular,handwriting,-1.6248909,7.896952
Amatic SC 700,700,handwriting,-1.4096147,8.433877
Archivo Black regular,regular,sans-serif,-6.4085064,10.1551485
Rokkitt 100,100,serif,2.4010327,1.0679885
Rokkitt 200,200,serif,1.6930197,1.2743095
Rokkitt 300,300,serif,1.031959,1.3381323
Rokkitt regular,regular,serif,-0.017674651,0.87538904
Rokkitt 500,500,serif,-1.1711203,0.61222625
Rokkitt 600,600,serif,-1.1097151,1.0540332
Rokkitt 700,700,serif,-2.262626,0.7738992
Rokkitt 800,800,serif,-2.9134262,0.6557664
Rokkitt 900,900,serif,-2.950046,0.96357805
Crete Round regular,regular,serif,-2.3683999,-0.45503038
Crete Round italic,italic,serif,1.2178943,4.630037
Libre Franklin 100,100,sans-serif,-5.026614,3.1626055
Libre Franklin 100italic,100italic,sans-serif,3.6685867,8.19549
Libre Franklin 200,200,sans-serif,-5.189046,3.8474207
Libre Franklin 200italic,200italic,sans-serif,3.6286814,8.631445
Libre Franklin 300,300,sans-serif,-5.400437,4.8311944
Libre Franklin 300italic,300italic,sans-serif,3.4359498,9.133788
Libre Franklin regular,regular,sans-serif,-5.7659926,6.0585375
Libre Franklin italic,italic,sans-serif,3.4232495,9.929109
Libre Franklin 500,500,sans-serif,-5.8167887,7.4782596
Libre Franklin 500italic,500italic,sans-serif,3.1998758,10.809209
Libre Franklin 600,600,sans-serif,-5.766441,8.901139
Libre Franklin 600italic,600italic,sans-serif,3.0040224,11.585925
Libre Franklin 700,700,sans-serif,-5.871562,9.431242
Libre Franklin 700italic,700italic,sans-serif,2.7662501,12.101755
Libre Franklin 800,800,sans-serif,-6.053317,9.866089
Libre Franklin 800italic,800italic,sans-serif,2.9339397,12.436785
Libre Franklin 900,900,sans-serif,-6.3791223,10.516077
Libre Franklin 900italic,900italic,sans-serif,2.6818118,12.734384
Ropa Sans regular,regular,sans-serif,-3.3868554,8.918381
Ropa Sans italic,italic,sans-serif,1.3132572,10.437905
Alegreya Sans 100,100,sans-serif,-4.7327886,1.7488054
Alegreya Sans 100italic,100italic,sans-serif,3.1467226,7.993107
Alegreya Sans 300,300,sans-serif,-4.2035275,3.7714126
Alegreya Sans 300italic,300italic,sans-serif,2.3872697,8.130901
Alegreya Sans regular,regular,sans-serif,-4.5690994,6.9282193
Alegreya Sans italic,italic,sans-serif,1.2413924,9.946266
Alegreya Sans 500,500,sans-serif,-3.9634109,8.37736
Alegreya Sans 500italic,500italic,sans-serif,1.1340792,10.919883
Alegreya Sans 700,700,sans-serif,-3.2025383,9.632847
Alegreya Sans 700italic,700italic,sans-serif,1.3429985,11.773994
Alegreya Sans 800,800,sans-serif,-3.296571,10.599756
Alegreya Sans 800italic,800italic,sans-serif,1.1866816,12.161898
Alegreya Sans 900,900,sans-serif,-3.710711,11.5270605
Alegreya Sans 900italic,900italic,sans-serif,0.7770152,12.517508
Patua One regular,regular,display,-3.4715798,-0.4991685
Source Serif Pro regular,regular,serif,0.16808163,-0.74575967
Source Serif Pro 600,600,serif,-1.3464296,-0.9840315
Source Serif Pro 700,700,serif,-1.9041975,-0.8673908
Architects Daughter regular,regular,handwriting,-2.7327201,4.9951515
Istok Web regular,regular,sans-serif,-7.0985937,6.5050993
Istok Web italic,italic,sans-serif,2.738883,10.058549
Istok Web 700,700,sans-serif,-5.1084433,9.426917
Istok Web 700italic,700italic,sans-serif,2.8817983,9.8528595
Cinzel regular,regular,serif,-0.1615437,2.574098
Cinzel 700,700,serif,-0.25583664,3.1109328
