name,variant,category,x,y,cluster
Libre Franklin 800,800,sans-serif,-4.7280684,7.1845303,1
Libre Franklin 800italic,800italic,sans-serif,3.398774,8.465857,2
Libre Franklin 900,900,sans-serif,-4.8112555,6.9188285,1
Libre Franklin 900italic,900italic,sans-serif,3.475973,8.393818,2
Ropa Sans regular,regular,sans-serif,-3.019197,8.151748,1
Ropa Sans italic,italic,sans-serif,2.9954748,9.676839,2
Alegreya Sans 100,100,sans-serif,-0.39580485,11.906828,0
Alegreya Sans 100italic,100italic,sans-serif,1.4630487,10.1615925,0
Alegreya Sans 300,300,sans-serif,-1.5368127,11.294366,0
Alegreya Sans 300italic,300italic,sans-serif,1.6156431,10.025768,0
Alegreya Sans regular,regular,sans-serif,-2.8125212,9.507061,0
Alegreya Sans italic,italic,sans-serif,2.8518934,9.714189,2
Alegreya Sans 500,500,sans-serif,-3.0177548,8.689075,1
Alegreya Sans 500italic,500italic,sans-serif,3.3569243,9.697282,2
Alegreya Sans 700,700,sans-serif,-3.058895,7.9738774,1
Alegreya Sans 700italic,700italic,sans-serif,3.6441593,9.536101,2
Alegreya Sans 800,800,sans-serif,-3.2970428,7.458678,1
Alegreya Sans 800italic,800italic,sans-serif,3.8101735,9.5749235,2
Alegreya Sans 900,900,sans-serif,-3.6415322,7.2810316,1
Alegreya Sans 900italic,900italic,sans-serif,4.0010276,9.648558,2
Patua One regular,regular,display,-4.6528554,0.45179507,3
Source Serif Pro regular,regular,serif,-2.9595082,-0.39624146,3
Source Serif Pro 600,600,serif,-3.8581371,-0.06700188,3
Source Serif Pro 700,700,serif,-4.041594,0.016735569,3
Architects Daughter regular,regular,handwriting,-0.5595067,9.304036,0
Istok Web regular,regular,sans-serif,-3.7813349,10.594939,0
Istok Web italic,italic,sans-serif,2.298047,9.208533,2
Istok Web 700,700,sans-serif,-4.513058,8.287115,1
Istok Web 700italic,700italic,sans-serif,2.2690883,9.192764,2
Cinzel regular,regular,serif,-5.098911,3.4611068,3
Cinzel 700,700,serif,-5.112393,3.5464225,3
Cinzel 900,900,serif,-5.1278553,3.6006477,3
BenchNine 300,300,sans-serif,-1.8148097,7.3535275,4
BenchNine regular,regular,sans-serif,-2.0026875,7.2356744,1
BenchNine 700,700,sans-serif,-2.0670385,7.1941304,1
Comfortaa 300,300,display,-1.0713731,10.555262,0
Comfortaa regular,regular,display,-1.0138532,10.272508,0
Comfortaa 700,700,display,-0.8986782,8.998229,0
Satisfy regular,regular,handwriting,0.5204091,6.486739,4
Josefin Slab 100,100,serif,-1.3139615,-0.79824835,0
Josefin Slab 100italic,100italic,serif,-1.2641047,-0.8287917,3
Josefin Slab 300,300,serif,-1.3649205,-0.75418425,0
Josefin Slab 300italic,300italic,serif,-1.4755481,-0.7485102,3
Josefin Slab regular,regular,serif,-1.4491749,-0.58623236,0
Josefin Slab italic,italic,serif,-1.5766169,-0.28391668,3
Josefin Slab 600,600,serif,-1.6949009,-0.53373706,3
Josefin Slab 600italic,600italic,serif,-1.6642702,-0.13156639,3
Josefin Slab 700,700,serif,-2.2576292,-0.594331,3
Josefin Slab 700italic,700italic,serif,-0.24066125,3.6589065,3
News Cycle regular,regular,sans-serif,-2.5910933,9.948887,0
News Cycle 700,700,sans-serif,-2.8294587,7.4046926,1
Lobster Two regular,regular,display,-0.529658,6.4014697,2
Lobster Two italic,italic,display,-0.4857011,6.3781314,2
Lobster Two 700,700,display,-0.59603465,6.4032483,2
Lobster Two 700italic,700italic,display,-0.4984574,6.387505,2
Russo One regular,regular,sans-serif,-4.711161,6.6065774,1
Passion One regular,regular,display,-3.5638375,6.742849,1
Passion One 700,700,display,-5.0597005,6.5012875,1
Passion One 900,900,display,-5.1162276,6.532976,1
Cormorant Garamond 300,300,serif,-2.0279772,-1.6962031,3
Cormorant Garamond 300italic,300italic,serif,0.42586273,2.9381306,2
Cormorant Garamond regular,regular,serif,-2.0981486,-1.7649186,3
Cormorant Garamond italic,italic,serif,0.45745376,2.939255,2
Cormorant Garamond 500,500,serif,-2.1691432,-1.8277488,3
Cormorant Garamond 500italic,500italic,serif,0.61468375,3.1299095,2
Cormorant Garamond 600,600,serif,-2.2510934,-1.9867047,3
Cormorant Garamond 600italic,600italic,serif,0.68836004,3.1636186,2
Cormorant Garamond 700,700,serif,-2.2978544,-1.9701891,3
Cormorant Garamond 700italic,700italic,serif,0.7308339,3.2242246,2
Noticia Text regular,regular,serif,-2.3594599,0.20513919,3
Noticia Text italic,italic,serif,-0.41171396,3.7465463,2
Noticia Text 700,700,serif,-3.6389556,0.13927352,3
Noticia Text 700italic,700italic,serif,-0.5676996,3.8765473,2
Old Standard TT regular,regular,serif,-2.3504057,-0.82082206,3
Old Standard TT italic,italic,serif,-0.22473983,3.4398685,2
Old Standard TT 700,700,serif,-4.3623796,-0.34560475,3
Hammersmith One regular,regular,sans-serif,-3.7861483,8.118988,1
Quattrocento Sans regular,regular,sans-serif,-2.6078784,10.057767,0
Quattrocento Sans italic,italic,sans-serif,1.9421527,9.236002,0
Quattrocento Sans 700,700,sans-serif,-3.203368,8.683238,1
Quattrocento Sans 700italic,700italic,sans-serif,3.221579,9.202641,2
ABeeZee regular,regular,sans-serif,-3.8805754,10.237493,0
ABeeZee italic,italic,sans-serif,2.3903823,9.253468,2
Kanit 100,100,sans-serif,-0.47958258,11.855143,0
Kanit 100italic,100italic,sans-serif,1.1915075,10.383901,0
Kanit 200,200,sans-serif,-1.5306975,10.9122305,0
Kanit 200italic,200italic,sans-serif,1.4288847,9.707398,0
Kanit 300,300,sans-serif,-2.9751868,10.148688,0
Kanit 300italic,300italic,sans-serif,2.1207924,9.073356,2
Kanit regular,regular,sans-serif,-3.7077987,9.111677,1
Kanit italic,italic,sans-serif,2.9386082,8.635692,2
Kanit 500,500,sans-serif,-4.6975536,7.7646093,1
Kanit 500italic,500italic,sans-serif,3.1488237,8.565077,2
Kanit 600,600,sans-serif,-4.61364,7.3776326,1
Kanit 600italic,600italic,sans-serif,3.4032845,8.356663,2
Kanit 700,700,sans-serif,-4.57152,7.0065155,1
Kanit 700italic,700italic,sans-serif,3.598005,8.2833,2
Kanit 800,800,sans-serif,-5.0539584,6.7085295,1
Kanit 800italic,800italic,sans-serif,3.6636183,8.2471,2
Kanit 900,900,sans-serif,-5.1047,6.5630527,1
Kanit 900italic,900italic,sans-serif,3.6681218,8.250025,2
Kaushan Script regular,regular,handwriting,0.3426795,7.0736217,4
Righteous regular,regular,display,-5.2218,7.583108,1
Poiret One regular,regular,display,-0.4422066,11.834424,0
Gudea regular,regular,sans-serif,-3.7370844,10.454359,0
Gudea italic,italic,sans-serif,2.5107548,9.703961,2
Gudea 700,700,sans-serif,-4.0654473,7.7275805,1
Sanchez regular,regular,serif,-2.3955271,0.23007165,3
Sanchez italic,italic,serif,-2.1372898,0.36989138,3
Monda regular,regular,sans-serif,-4.0068555,9.857083,0
Monda 700,700,sans-serif,-4.3864565,8.354496,1
Quattrocento regular,regular,serif,-2.0209053,-0.7390232,3
Quattrocento 700,700,serif,-3.0756564,0.04828919,3
Rajdhani 300,300,sans-serif,-0.9018225,11.627964,0
Rajdhani regular,regular,sans-serif,-1.7734052,10.684489,0
Rajdhani 500,500,sans-serif,-3.7425444,9.697682,0
Rajdhani 600,600,sans-serif,-3.3514607,8.022702,1
Rajdhani 700,700,sans-serif,-3.6445909,7.520344,1
Courgette regular,regular,handwriting,0.06621306,6.872218,2
Khand 300,300,sans-serif,-1.9354688,9.830568,0
Khand regular,regular,sans-serif,-2.404752,7.2505655,1
Khand 500,500,sans-serif,-2.7391062,6.8301077,1
Khand 600,600,sans-serif,-2.820361,6.7127786,1
Khand 700,700,sans-serif,-2.9126441,6.653013,1
Shrikhand regular,regular,display,-0.8165078,4.383332,2
Cantarell regular,regular,sans-serif,-3.621677,10.52086,0
Cantarell italic,italic,sans-serif,2.6278477,9.166952,2
Cantarell 700,700,sans-serif,-4.863031,8.232934,1
Cantarell 700italic,700italic,sans-serif,2.9734998,8.883393,2
Domine regular,regular,serif,-2.669367,-0.18121849,3
Domine 700,700,serif,-4.0532756,0.16525516,3
Economica regular,regular,sans-serif,-2.033576,7.315796,1
Economica italic,italic,sans-serif,3.241674,10.256961,2
Economica 700,700,sans-serif,-2.2418137,7.119935,1
Economica 700italic,700italic,sans-serif,3.3614936,10.269603,2
Yellowtail regular,regular,handwriting,0.569282,6.4130607,4
Philosopher regular,regular,sans-serif,-3.3695495,9.366424,0
Philosopher italic,italic,sans-serif,2.3291833,8.985327,2
Philosopher 700,700,sans-serif,-3.4082677,9.180588,1
Philosopher 700italic,700italic,sans-serif,2.8242373,8.655673,2
Pontano Sans regular,regular,sans-serif,-2.3477933,11.281396,0
Yantramanav 100,100,sans-serif,-0.44247425,11.881684,0
Yantramanav 300,300,sans-serif,-1.556461,10.89477,0
Yantramanav regular,regular,sans-serif,-3.7986946,10.526681,0
Yantramanav 500,500,sans-serif,-4.508511,8.3332405,1
Yantramanav 700,700,sans-serif,-4.0367417,7.5462704,1
Yantramanav 900,900,sans-serif,-3.9725258,7.3216944,1
Permanent Marker regular,regular,handwriting,-0.067950785,6.971051,4
Chewy regular,regular,display,-1.0505896,6.845142,4
Tinos regular,regular,serif,-2.8491573,-1.0525371,3
Tinos italic,italic,serif,-0.23035485,3.9338095,2
Tinos 700,700,serif,-4.471416,-0.17608258,3
Tinos 700italic,700italic,serif,-0.14393288,4.020342,2
Arapey regular,regular,serif,-2.6088607,-0.97032475,3
Arapey italic,italic,serif,0.061534617,3.3519118,2
Cabin Condensed regular,regular,sans-serif,-2.8363786,7.6825404,1
Cabin Condensed 500,500,sans-serif,-2.8348749,7.63466,1
Cabin Condensed 600,600,sans-serif,-2.9248354,7.569863,1
Cabin Condensed 700,700,sans-serif,-2.945743,7.4597635,1
Cardo regular,regular,serif,-2.4935918,-1.7219232,3
Cardo italic,italic,serif,0.58329874,3.3484066,2
Cardo 700,700,serif,-3.373223,-0.82992506,3
Cookie regular,regular,handwriting,0.40690425,6.660474,4
Playfair Display SC regular,regular,serif,-5.20061,3.4123087,3
Playfair Display SC italic,italic,serif,-5.0827847,3.588133,2
Playfair Display SC 700,700,serif,-5.161591,3.4935474,3
Playfair Display SC 700italic,700italic,serif,-5.08273,3.6304004,2
Playfair Display SC 900,900,serif,-5.16692,3.5514934,3
Playfair Display SC 900italic,900italic,serif,-5.082383,3.674329,2
Handlee regular,regular,handwriting,-0.49307063,8.248055,0
Alfa Slab One regular,regular,display,-3.9922092,1.1931927,1
Armata regular,regular,sans-serif,-3.6029923,10.214564,0
Audiowide regular,regular,display,-4.4072804,8.950397,1
Kalam 300,300,handwriting,0.4085938,7.3686547,4
Kalam regular,regular,handwriting,0.23022321,7.2692466,4
Kalam 700,700,handwriting,0.060811542,7.112336,4
Antic Slab regular,regular,serif,-1.9407684,-0.6185318,3
Teko 300,300,sans-serif,-1.9043636,7.0894265,1
Teko regular,regular,sans-serif,-1.9456712,7.0651774,1
Teko 500,500,sans-serif,-2.1992636,7.026281,1
Teko 600,600,sans-serif,-3.0569925,6.799738,1
Teko 700,700,sans-serif,-3.7999742,6.8675847,1
Boogaloo regular,regular,display,-2.0728805,6.9342136,1
Ruda regular,regular,sans-serif,-3.2316322,9.702867,0
Ruda 700,700,sans-serif,-3.6473212,8.185116,1
Ruda 900,900,sans-serif,-3.8818688,7.809712,1
Vidaloka regular,regular,serif,-4.4381394,-0.3535105,3
Shadows Into Light Two regular,regular,handwriting,-0.19877993,8.342261,4
Droid Sans Mono regular,regular,monospace,5.965138,7.9123616,0
Oleo Script regular,regular,display,-0.18269771,6.618624,2
Oleo Script 700,700,display,-0.24673678,6.6795344,2
Days One regular,regular,sans-serif,-4.3976107,6.366311,1
Great Vibes regular,regular,handwriting,1.117139,6.3314896,4
Heebo 100,100,sans-serif,-0.40953046,11.878018,0
Heebo 300,300,sans-serif,-1.6540989,10.938793,0
Heebo regular,regular,sans-serif,-3.7282414,10.579943,0
Heebo 500,500,sans-serif,-4.429895,8.210823,1
Heebo 700,700,sans-serif,-4.0258837,7.453068,1
Heebo 800,800,sans-serif,-4.0331564,7.4103856,1
Heebo 900,900,sans-serif,-4.1185637,7.198092,1
Concert One regular,regular,display,-1.1962633,7.5204635,1
Kreon 300,300,serif,-2.69307,-1.1035175,3
Kreon regular,regular,serif,-3.3095045,-0.7240905,3
Kreon 700,700,serif,-4.500524,0.20197533,3
Ek Mukta 200,200,sans-serif,-1.5583398,11.248847,0
Ek Mukta 300,300,sans-serif,-2.5324576,10.075006,0
Ek Mukta regular,regular,sans-serif,-3.0668342,9.402775,0
Ek Mukta 500,500,sans-serif,-3.4043334,8.83317,1
Ek Mukta 600,600,sans-serif,-3.6308775,8.348512,1
Ek Mukta 700,700,sans-serif,-3.8004932,8.023997,1
Ek Mukta 800,800,sans-serif,-3.8172727,7.620727,1
Tangerine regular,regular,handwriting,1.0573194,6.387666,4
Tangerine 700,700,handwriting,0.9056704,6.309218,4
Patrick Hand regular,regular,handwriting,-0.6569077,8.1027155,1
Hind Siliguri 300,300,sans-serif,-2.4542382,11.433236,0
Hind Siliguri regular,regular,sans-serif,-4.2199254,11.006213,0
Hind Siliguri 500,500,sans-serif,-5.338217,9.483787,1
Hind Siliguri 600,600,sans-serif,-7.521835,9.577147,1
Hind Siliguri 700,700,sans-serif,9.276969,11.205253,1
Didact Gothic regular,regular,sans-serif,-2.522782,10.72137,0
Neuton 200,200,serif,-1.5949233,-0.9278529,3
Neuton 300,300,serif,-2.1456168,-0.9883364,3
Neuton regular,regular,serif,-3.1558177,-0.85246295,3
Neuton italic,italic,serif,0.018612558,3.794208,2
Neuton 700,700,serif,-4.520507,0.34192708,3
Neuton 800,800,serif,-4.6506424,0.4123973,3
Covered By Your Grace regular,regular,handwriting,-0.17135848,7.8223596,4
Amiri regular,regular,serif,-2.6637778,-1.5274631,3
Amiri italic,italic,serif,0.43370748,3.4511666,2
Amiri 700,700,serif,-4.128088,-0.032928884,3
Amiri 700italic,700italic,serif,0.47594103,3.6524806,2
Rock Salt regular,regular,handwriting,-0.31386808,8.2413225,4
Bad Script regular,regular,handwriting,0.43095484,7.4481964,4
Coming Soon regular,regular,handwriting,-0.17013922,8.6953745,0
Playball regular,regular,display,0.5234434,6.6060534,4
Rochester regular,regular,handwriting,0.57584983,6.4070234,4
Volkhov regular,regular,serif,-3.6940315,-0.015439424,3
Volkhov italic,italic,serif,-0.090209566,3.9486358,2
Volkhov 700,700,serif,-4.0529428,0.29314584,3
Volkhov 700italic,700italic,serif,-0.010915232,4.039162,2
Damion regular,regular,handwriting,0.59880817,6.4026566,4
Glegoo regular,regular,serif,-1.6924874,-0.14867431,0
Glegoo 700,700,serif,-2.459332,0.19383903,3
Sacramento regular,regular,handwriting,1.0315917,6.3444395,4
Coda regular,regular,display,-3.902718,9.599879,1
Coda 800,800,display,-5.1067166,6.533812,1
Fredoka One regular,regular,display,-3.1054215,5.636445,1
Sorts Mill Goudy regular,regular,serif,-2.69555,-1.4787438,3
Sorts Mill Goudy italic,italic,serif,0.5921404,3.1501966,2
Luckiest Guy regular,regular,display,-4.5483365,5.7725787,1
Marck Script regular,regular,handwriting,0.7747354,6.4966006,4
Sintony regular,regular,sans-serif,-2.9331203,9.953676,0
Sintony 700,700,sans-serif,-3.81044,8.235681,1
Jura 300,300,sans-serif,-0.9049588,9.940198,0
Jura regular,regular,sans-serif,-0.79424036,9.678973,0
Jura 500,500,sans-serif,-0.7539954,9.550967,0
Jura 600,600,sans-serif,-0.710379,9.477133,0
Bevan regular,regular,display,-3.8056874,1.1601317,1
Paytone One regular,regular,sans-serif,-5.22219,7.0150723,1
Nunito Sans 200,200,sans-serif,-0.75717413,10.978798,0
Nunito Sans 200italic,200italic,sans-serif,-0.6384834,10.720317,0
Nunito Sans 300,300,sans-serif,-1.2839668,10.70508,0
Nunito Sans 300italic,300italic,sans-serif,-0.9039843,10.26161,0
Nunito Sans regular,regular,sans-serif,-3.2636635,10.71955,0
Nunito Sans italic,italic,sans-serif,-1.2766819,9.665022,0
Nunito Sans 600,600,sans-serif,-3.6432376,10.542661,0
Nunito Sans 600italic,600italic,sans-serif,-1.4419787,9.633091,1
Nunito Sans 700,700,sans-serif,-4.8964252,8.141891,1
Nunito Sans 700italic,700italic,sans-serif,-5.302237,7.938387,1
Nunito Sans 800,800,sans-serif,-5.127467,7.709336,1
Nunito Sans 800italic,800italic,sans-serif,-5.3508763,7.815376,1
Nunito Sans 900,900,sans-serif,-5.1321225,7.3368783,1
Nunito Sans 900italic,900italic,sans-serif,-5.3238764,7.694175,1
Copse regular,regular,serif,-3.3633811,-0.40838626,3
Sigmar One regular,regular,display,-4.5814238,5.4763336,1
Martel 200,200,serif,-1.8151914,-0.6401348,3
Martel 300,300,serif,-1.9288692,-0.7097441,3
Martel regular,regular,serif,-2.0650034,-0.54575807,3
Martel 600,600,serif,-2.121248,-0.501268,3
Martel 700,700,serif,-3.6583536,-0.13676423,3
Martel 800,800,serif,-3.9588275,0.011754567,3
Martel 900,900,serif,-4.5695353,0.32778957,3
Actor regular,regular,sans-serif,-3.9001026,10.281437,0
Gentium Book Basic regular,regular,serif,-3.0327053,-0.54998785,3
Gentium Book Basic italic,italic,serif,0.078050405,3.8962305,2
Gentium Book Basic 700,700,serif,-3.9327,0.08449827,3
Gentium Book Basic 700italic,700italic,serif,0.092273764,4.0078645,2
Amaranth regular,regular,sans-serif,-3.8288238,7.885777,1
Amaranth italic,italic,sans-serif,3.5081124,9.301279,2
Amaranth 700,700,sans-serif,-3.6233485,7.6502976,1
Amaranth 700italic,700italic,sans-serif,3.574767,9.299752,2
Frank Ruhl Libre 300,300,sans-serif,-2.1044922,-0.6970182,3
Frank Ruhl Libre regular,regular,sans-serif,-2.7546983,-0.8535251,3
Frank Ruhl Libre 500,500,sans-serif,-3.8853984,-0.078829154,3
Frank Ruhl Libre 700,700,sans-serif,-4.357225,-0.1498602,3
Frank Ruhl Libre 900,900,sans-serif,-4.407022,-0.2542232,3
Sarala regular,regular,sans-serif,-3.7096882,10.399886,0
Sarala 700,700,sans-serif,-4.5186486,7.8949265,1
Nothing You Could Do regular,regular,handwriting,0.8542302,6.7543635,4
Alice regular,regular,serif,-2.8399246,-0.21115388,3
PT Mono regular,regular,monospace,5.828983,7.8345757,0
Adamina regular,regular,serif,-2.7054458,-1.2686676,3
Gentium Basic regular,regular,serif,-2.4993298,-0.91181195,3
Gentium Basic italic,italic,serif,0.16785893,3.8885145,2
Gentium Basic 700,700,serif,-3.8527544,-0.097547494,3
Gentium Basic 700italic,700italic,serif,0.07679618,3.9728088,2
Changa One regular,regular,display,-4.6305547,6.959575,1
Changa One italic,italic,display,3.6107323,8.434954,2
Varela regular,regular,sans-serif,-3.2221658,10.631914,0
Nobile regular,regular,sans-serif,-2.6689286,10.033884,0
Nobile italic,italic,sans-serif,2.5819948,9.810135,2
Nobile 700,700,sans-serif,-3.60036,7.4581933,1
Nobile 700italic,700italic,sans-serif,3.711253,9.79322,2
Neucha regular,regular,handwriting,-2.2108374,7.793576,1
Homemade Apple regular,regular,handwriting,1.2648312,6.426306,4
Syncopate regular,regular,sans-serif,-0.8433935,9.684964,0
Syncopate 700,700,sans-serif,-4.285378,6.0778756,1
Bangers regular,regular,display,4.2835603,10.264156,2
Rambla regular,regular,sans-serif,-3.0613062,8.465329,1
Rambla italic,italic,sans-serif,2.9963076,9.635029,2
Rambla 700,700,sans-serif,-3.3111322,7.5037556,1
Rambla 700italic,700italic,sans-serif,3.7784102,9.753834,2
Signika Negative 300,300,sans-serif,-3.5006495,10.626803,0
Signika Negative regular,regular,sans-serif,-4.144259,8.689168,1
Signika Negative 600,600,sans-serif,-4.053171,8.264563,1
Signika Negative 700,700,sans-serif,-4.0093546,8.241638,1
Julius Sans One regular,regular,sans-serif,-4.4988875,4.3691773,0
Cairo 200,200,sans-serif,-0.9548883,11.61171,0
Cairo 300,300,sans-serif,-1.564161,11.201651,0
Cairo regular,regular,sans-serif,-2.8276787,9.817173,0
Cairo 600,600,sans-serif,-3.3302019,8.794405,1
Cairo 700,700,sans-serif,-3.6324031,7.71605,1
Cairo 900,900,sans-serif,-4.28495,6.982886,1
Cantata One regular,regular,serif,-3.3557906,-0.6848797,3
Molengo regular,regular,sans-serif,-2.8583884,9.389065,0
Unica One regular,regular,display,-3.0958447,8.203964,1
Baloo Bhaina regular,regular,display,-3.1544302,5.655347,1
Black Ops One regular,regular,display,-4.7968016,6.4816995,1
Alex Brush regular,regular,handwriting,0.8588493,6.4161453,4
Pragati Narrow regular,regular,sans-serif,-2.5063202,7.7317905,1
Pragati Narrow 700,700,sans-serif,-2.96288,7.18789,1
Alegreya Sans SC 100,100,sans-serif,-4.4560776,4.332767,0
Alegreya Sans SC 100italic,100italic,sans-serif,-4.442549,4.3280234,0
Alegreya Sans SC 300,300,sans-serif,-4.5677023,4.378543,0
Alegreya Sans SC 300italic,300italic,sans-serif,-4.554803,4.3887415,0
Alegreya Sans SC regular,regular,sans-serif,-4.619779,4.446015,1
Alegreya Sans SC italic,italic,sans-serif,-4.6220384,4.445127,2
Alegreya Sans SC 500,500,sans-serif,-4.6621823,4.5179286,1
Alegreya Sans SC 500italic,500italic,sans-serif,-4.7250104,4.5810604,2
Alegreya Sans SC 700,700,sans-serif,-4.7193437,4.5991735,1
Alegreya Sans SC 700italic,700italic,sans-serif,-4.73675,4.6183925,2
Alegreya Sans SC 800,800,sans-serif,-4.744817,4.6968284,1
Alegreya Sans SC 800italic,800italic,sans-serif,-4.763312,4.6532283,2
Alegreya Sans SC 900,900,sans-serif,-4.769858,4.7833176,1
Alegreya Sans SC 900italic,900italic,sans-serif,-4.7600083,4.6899767,2
Special Elite regular,regular,display,-3.4005024,0.5642789,3
Caveat regular,regular,handwriting,0.69745785,6.803597,4
Caveat 700,700,handwriting,0.43780866,6.8862495,4
Share regular,regular,display,-2.9197266,8.065064,1
Share italic,italic,display,2.8975697,9.720109,2
Share 700,700,display,-3.577393,7.45421,1
Share 700italic,700italic,display,3.9378889,9.988045,2
Arima Madurai 100,100,display,-0.54008,11.869001,0
Arima Madurai 200,200,display,-1.2682892,11.419512,0
Arima Madurai 300,300,display,-1.6024364,10.92136,0
Arima Madurai regular,regular,display,-1.2989271,8.78662,0
Arima Madurai 500,500,display,-1.1897953,8.474805,0
Arima Madurai 700,700,display,-1.0262201,8.066672,1
Arima Madurai 800,800,display,-1.0579003,7.9831686,1
Arima Madurai 900,900,display,-1.0433023,7.963893,1
Squada One regular,regular,display,-2.9202864,6.7968845,1
Fauna One regular,regular,serif,-2.7592638,10.222389,0
Kameron regular,regular,serif,-2.3585005,0.17033781,3
Kameron 700,700,serif,-3.4705248,0.9527587,3
Enriqueta regular,regular,serif,-2.8064961,-0.3779996,3
Enriqueta 700,700,serif,-4.2496977,0.15028405,3
Antic regular,regular,sans-serif,-2.5039804,10.129596,0
Scada regular,regular,sans-serif,-4.1727366,9.604272,1
Scada italic,italic,sans-serif,3.0482545,9.467488,2
Scada 700,700,sans-serif,-4.284269,7.8606296,1
Scada 700italic,700italic,sans-serif,3.6537445,9.579563,2
Cousine regular,regular,monospace,5.9328394,7.931031,0
Cousine italic,italic,monospace,5.3969364,8.298645,2
Cousine 700,700,monospace,6.250425,8.124058,1
Cousine 700italic,700italic,monospace,5.326308,8.39693,2
Prata regular,regular,serif,-2.8045144,-1.1588331,3
Prompt 100,100,sans-serif,-0.36158538,11.882718,0
Prompt 100italic,100italic,sans-serif,1.1994998,10.368868,0
Prompt 200,200,sans-serif,-1.1077569,10.631487,0
Prompt 200italic,200italic,sans-serif,1.2632926,9.642011,0
Prompt 300,300,sans-serif,-2.649436,10.661916,0
Prompt 300italic,300italic,sans-serif,1.8102766,9.289213,0
Prompt regular,regular,sans-serif,-2.8729818,10.5894785,0
Prompt italic,italic,sans-serif,2.0118258,9.125412,2
Prompt 500,500,sans-serif,-5.1484222,8.070092,1
Prompt 500italic,500italic,sans-serif,2.9488437,8.513033,2
Prompt 600,600,sans-serif,-5.254715,7.528893,1
Prompt 600italic,600italic,sans-serif,3.176669,8.40381,2
Prompt 700,700,sans-serif,-5.2895575,7.1496415,1
Prompt 700italic,700italic,sans-serif,3.412366,8.337349,2
Prompt 800,800,sans-serif,-5.2419934,6.8472376,1
Prompt 800italic,800italic,sans-serif,3.580099,8.197149,2
Prompt 900,900,sans-serif,-5.193218,6.722986,1
Prompt 900italic,900italic,sans-serif,3.6451325,8.225484,2
Lusitana regular,regular,serif,-2.442387,-1.2428677,3
Lusitana 700,700,serif,-3.9797308,-0.15694365,3
Ultra regular,regular,serif,-3.906673,1.2079018,3
Graduate regular,regular,display,-4.972359,3.4881606,3
Gochi Hand regular,regular,handwriting,-0.2722178,6.9714255,4
Clicker Script regular,regular,handwriting,0.96777713,6.4148784,4
Allura regular,regular,handwriting,1.0434012,6.401806,4
Convergence regular,regular,sans-serif,-4.100764,9.8213625,1
PT Serif Caption regular,regular,serif,-2.7722201,-0.32498878,3
PT Serif Caption italic,italic,serif,-0.19334127,3.9264867,2
Electrolize regular,regular,sans-serif,-4.1513176,9.362602,0
Alef regular,regular,sans-serif,-2.9200823,9.77239,0
Alef 700,700,sans-serif,-4.465051,8.274624,1
Ubuntu Mono regular,regular,monospace,6.0315824,7.9732804,1
Ubuntu Mono italic,italic,monospace,4.773674,8.621416,2
Ubuntu Mono 700,700,monospace,6.097785,7.9959435,1
Ubuntu Mono 700italic,700italic,monospace,4.545277,8.853431,2
Viga regular,regular,sans-serif,-3.8571813,7.437469,1
Rancho regular,regular,handwriting,-0.22815052,7.8374715,2
Allerta regular,regular,sans-serif,-4.5930357,8.68162,1
Just Another Hand regular,regular,handwriting,0.08651473,7.6192803,4
Reenie Beanie regular,regular,handwriting,-0.14353147,8.645519,4
Carme regular,regular,sans-serif,-3.7525945,10.520481,0
Yesteryear regular,regular,handwriting,0.5557116,6.8507833,4
Basic regular,regular,sans-serif,-3.2578216,8.625437,1
Calligraffitti regular,regular,handwriting,1.097735,6.531369,4
Forum regular,regular,display,-1.9132069,-0.8073493,3
Hind Vadodara 300,300,sans-serif,-2.4666772,11.416174,0
Hind Vadodara regular,regular,sans-serif,-4.2140303,11.002779,0
Hind Vadodara 500,500,sans-serif,-5.341207,9.48561,1
Hind Vadodara 600,600,sans-serif,-7.5221877,9.577375,1
Hind Vadodara 700,700,sans-serif,9.271222,11.203461,1
Khula 300,300,sans-serif,-1.4194326,11.324526,0
Khula regular,regular,sans-serif,-2.7780313,10.047183,0
Khula 600,600,sans-serif,-3.4096684,9.04706,1
Khula 700,700,sans-serif,-3.8668935,8.1579685,1
Khula 800,800,sans-serif,-4.353935,7.299691,1
Pinyon Script regular,regular,handwriting,1.0292379,6.337818,4
Montserrat Alternates 100,100,sans-serif,-0.26647878,11.949598,0
Montserrat Alternates 100italic,100italic,sans-serif,1.1773949,10.378495,0
Montserrat Alternates 200,200,sans-serif,-0.8487573,10.964711,0
Montserrat Alternates 200italic,200italic,sans-serif,1.2394319,9.859992,0
Montserrat Alternates 300,300,sans-serif,-1.242197,10.572511,0
Montserrat Alternates 300italic,300italic,sans-serif,1.3269598,9.649312,0
Montserrat Alternates regular,regular,sans-serif,-2.821411,10.614013,0
Montserrat Alternates italic,italic,sans-serif,1.7979388,9.2531,0
Montserrat Alternates 500,500,sans-serif,-5.1926537,7.865712,1
Montserrat Alternates 500italic,500italic,sans-serif,3.0114248,8.445413,2
Montserrat Alternates 600,600,sans-serif,-5.2572775,7.538096,1
Montserrat Alternates 600italic,600italic,sans-serif,3.203568,8.335204,2
Montserrat Alternates 700,700,sans-serif,-5.338738,7.2456565,1
Montserrat Alternates 700italic,700italic,sans-serif,3.2861407,8.259648,2
